txId,sourceId,destId,amount,type,step
TX_788b2f999c,C_f61399d8,C_016ab74f,648.39,TRANSFER,22
TX_3e9f858e53,C_5acff6ff,C_f51b368e,4230.59,CASH_OUT,1
TX_cf4f6b0843,C_5b114358,C_61855773,418.84,TRANSFER,55
TX_03139652b6,C_7b339b2a,C_74b79f2e,1878.43,TRANSFER,1
TX_11b7ec8b5e,C_617cd154,C_d04b3d4d,1167.34,CASH_OUT,14
TX_9ac865ce39,C_ce1a9f41,C_cefc5fcf,3012.42,PAYMENT,14
TX_f8506a5900,C_fa3f0722,C_544b20b6,2297.28,CASH_OUT,58
TX_504533f2f7,C_dc5080fd,C_991d75ef,2291.59,PAYMENT,90
TX_11db774f71,C_544b20b6,C_0f2bb9b4,4504.09,TRANSFER,54
TX_0291ae79b5,C_6e475670,C_8b343ffb,4160.71,TRANSFER,79
TX_d7f4f510f1,C_b05e522d,C_b4a4b115,1953.2,PAYMENT,83
TX_e273c59935,C_5491da0e,C_a288a6db,1613.63,TRANSFER,80
TX_bba7b3681c,C_fa134974,C_467795ae,194.55,CASH_IN,64
TX_d018df639f,C_e1f0ef2e,C_872fa201,1093.72,CASH_OUT,41
TX_67b9a9dd9e,C_a695889a,C_68842084,3065.65,TRANSFER,94
TX_bab038321f,C_559f0543,C_61855773,2893.05,CASH_IN,12
TX_420b79726d,C_a563b264,C_9c6dee3c,2352.13,CASH_OUT,20
TX_0477471dea,C_d4297c4c,C_00b3b306,1471.77,PAYMENT,5
TX_8124d86f8c,C_3ff3fa2f,C_d04b3d4d,1199.36,TRANSFER,16
TX_38e582de0a,C_47997d0f,C_860e4185,1276.87,CASH_OUT,42
TX_4a6097bab9,C_a282c2a5,C_a7f1cebf,4114.23,TRANSFER,67
TX_0ff793af78,C_ce43e8ac,C_57f7a735,360.96,TRANSFER,54
TX_72b7349ef6,C_d40718c2,C_35d57cdd,3955.72,CASH_IN,1
TX_d0c1a8b484,C_f51b368e,C_95290da2,1683.41,CASH_IN,14
TX_bfbded9ebe,C_dcb87965,C_a282c2a5,2325.63,TRANSFER,95
TX_744be2afb9,C_bf01094a,C_5df1c529,1117.01,TRANSFER,33
TX_eab62b9827,C_130742b7,C_414251ad,2595.74,TRANSFER,12
TX_025584cc57,C_ead92fdb,C_0a211a06,2658.65,PAYMENT,95
TX_f36cb6d377,C_df3d5a18,C_18dbdbf0,3329.54,CASH_OUT,32
TX_cbfb92484a,C_e03f37d1,C_1e34a9f0,1503.96,TRANSFER,35
TX_773c29c0fd,C_f6578e84,C_1337eb39,1560.58,PAYMENT,43
TX_a388603c4f,C_633819b5,C_fd3f4296,4319.43,CASH_IN,89
TX_3da414620f,C_1a795d55,C_860e4185,4631.81,CASH_IN,78
TX_59bce6c49d,C_b4e7322b,C_9c9ce963,61.04,CASH_OUT,65
TX_6af5f955cc,C_860e4185,C_573d417c,1775.83,CASH_OUT,48
TX_ebeee78618,C_794b6026,C_00dfa077,826.82,CASH_IN,74
TX_66f216dca5,C_e249d9a5,C_b2dd1e4f,4368.48,CASH_OUT,52
TX_749dc42d9f,C_95ee24a1,C_ac8b03ec,846.23,TRANSFER,91
TX_4dfc72b7e0,C_9a2fb700,C_304ee5f4,445.26,PAYMENT,77
TX_594cc8a890,C_ca903717,C_a8e78bea,1712.38,TRANSFER,7
TX_4fcb64e372,C_395bedfc,C_dd7e0c02,3206.39,TRANSFER,61
TX_a77824aba4,C_4d7f036c,C_e98908d6,511.0,TRANSFER,60
TX_143403d406,C_013e1ae0,C_f7f554ef,4033.9,CASH_IN,78
TX_8ca3dedc59,C_0402319c,C_cc3f430f,689.78,PAYMENT,51
TX_0c5351bd8a,C_efa4cede,C_7aa32cf8,71.32,PAYMENT,98
TX_991859d9ea,C_1b0dc36b,C_4ae261e7,3297.77,PAYMENT,57
TX_b68c99943b,C_b4e7322b,C_aa6c637a,1297.04,CASH_OUT,99
TX_6230727481,C_f3245071,C_25f7c466,843.46,CASH_OUT,75
TX_1a38c24ca6,C_839e8f98,C_d88b0889,579.64,TRANSFER,66
TX_99639b389b,C_37763170,C_3bc8bad2,3218.67,CASH_IN,41
TX_7d42c664d1,C_a671cb61,C_461bae0d,4701.16,TRANSFER,10
TX_dc12345703,C_d1f67759,C_2bd77cb1,1310.12,CASH_IN,36
TX_3b1daef88c,C_64b7784f,C_802cec13,2929.3,CASH_OUT,19
TX_85293e3b84,C_ccfd17df,C_bb9dbbd1,4390.37,CASH_OUT,2
TX_b788d08664,C_a282c2a5,C_c5d8796e,4883.46,PAYMENT,5
TX_df4d07aa4c,C_00dfa077,C_aa6c637a,2171.03,TRANSFER,72
TX_23bc268d72,C_4b30c9af,C_70ce4328,3764.7,CASH_OUT,59
TX_92bd50348f,C_d7f88438,C_3d468457,1345.73,CASH_OUT,47
TX_040608b58d,C_3d2ebd12,C_f61399d8,3923.08,CASH_IN,69
TX_f0214454ca,C_13772323,C_fd447331,2642.27,CASH_OUT,42
TX_da102b7852,C_e2db8820,C_4d7f036c,2868.61,CASH_OUT,26
TX_2050bad597,C_218160de,C_2505bf28,3990.57,PAYMENT,25
TX_200a75c641,C_e2db8820,C_467795ae,1597.3,CASH_OUT,85
TX_6fd31c3c5a,C_7fc97869,C_57f7a735,3778.3,CASH_OUT,65
TX_8c94ee18fb,C_760daa7b,C_ca903717,717.58,TRANSFER,33
TX_bfa4e91f00,C_87fa8a08,C_1c0ce192,3118.6,CASH_OUT,50
TX_af261e5f00,C_e607780e,C_ab0b1d88,1176.21,CASH_OUT,12
TX_88ddee7155,C_df573a2e,C_f38e20a6,377.63,CASH_IN,58
TX_c082777867,C_0e186157,C_7f0a892f,4090.86,PAYMENT,72
TX_039e0a6ba8,C_bf07da27,C_a9610f19,2233.06,CASH_IN,27
TX_6d7e8c09eb,C_c46e3956,C_a44183e3,619.02,CASH_OUT,51
TX_971ed7731b,C_cd612f86,C_35300595,3104.62,TRANSFER,55
TX_75e2005be0,C_395bedfc,C_c664a89e,3522.22,TRANSFER,82
TX_5418c8c827,C_7e3ef150,C_d5779a60,4066.98,CASH_OUT,47
TX_027cdf6605,C_0c210359,C_65f4d642,3298.4,CASH_OUT,53
TX_c79f710bcc,C_f2db28f4,C_4b30c9af,713.19,CASH_IN,27
TX_51a48584ed,C_ab3cf9da,C_c0021b74,367.02,CASH_IN,28
TX_f053277f40,C_34d5dcbc,C_9fb1f82e,2535.63,PAYMENT,81
TX_0bfbb481c6,C_d9ccf542,C_7af979f8,1954.67,PAYMENT,29
TX_a0ca2534d0,C_fd50fff7,C_d817ca2d,365.62,PAYMENT,66
TX_fb0c7111e5,C_ce429ea4,C_a007546f,1831.77,TRANSFER,57
TX_378684edbe,C_a3fee1d2,C_8db04581,1599.94,CASH_OUT,7
TX_198b42a2de,C_74b79f2e,C_b4a4b115,1460.03,CASH_OUT,81
TX_034c9e9dc6,C_ce1a9f41,C_25f7c466,404.6,CASH_IN,43
TX_f60b55400a,C_9c6dee3c,C_e73a82e5,4585.11,PAYMENT,68
TX_3b0caf3790,C_2f00921a,C_ac8b03ec,1815.28,CASH_OUT,28
TX_b59fcd5b85,C_50870ae3,C_32c1139c,63.37,TRANSFER,4
TX_10dcac1bd0,C_3cdc6c9b,C_0c3d83e3,901.37,PAYMENT,81
TX_75b6241cb5,C_cce223a1,C_06088fc9,4723.27,CASH_OUT,27
TX_dbdc079439,C_5d81900e,C_a8e78bea,3662.57,CASH_OUT,36
TX_8f65e53f48,C_8faf2e54,C_be624a50,2007.13,TRANSFER,48
TX_0e32915a92,C_4a2a50bf,C_f9233004,63.85,CASH_IN,34
TX_47066f5f25,C_4384a401,C_9913ee88,545.11,CASH_OUT,95
TX_0b51cddcf6,C_154a988e,C_37763170,4538.97,CASH_IN,45
TX_f20bf25c14,C_22a54870,C_3fc263db,3265.69,PAYMENT,85
TX_5af8132ce0,C_d5779a60,C_6698107f,1349.08,CASH_OUT,72
TX_6d65dc7d5f,C_00dfa077,C_b57dbf71,2971.33,PAYMENT,55
TX_56bf2b8b07,C_fd3f4296,C_90334627,1629.06,TRANSFER,8
TX_b0e984b186,C_03fd1c8a,C_0b1f973a,3813.97,TRANSFER,27
TX_cb2e9d4d49,C_d5741eca,C_6a3b4892,3664.01,CASH_OUT,89
TX_8d536b234e,C_ce429ea4,C_7010274c,310.94,PAYMENT,87
TX_5d6b1b1b3d,C_fc24d26f,C_e73a82e5,4954.91,CASH_OUT,6
TX_869b2466cd,C_da6288a3,C_03ed84d2,2779.0,TRANSFER,17
TX_db9eca7484,C_74a2c284,C_414251ad,4566.76,CASH_IN,42
TX_fe63f3532f,C_acc2b5dc,C_fc24d26f,2679.11,CASH_OUT,88
TX_7cbc52dda6,C_4e241612,C_5ba3df22,4465.46,CASH_OUT,98
TX_864d90d303,C_847a02fa,C_2bd77cb1,3699.17,CASH_IN,64
TX_c0fc11284f,C_3252c40a,C_f95ee65a,4770.58,CASH_IN,82
TX_d13cd9f12c,C_6029823a,C_dc5080fd,4972.56,CASH_IN,40
TX_844564f106,C_5598b66f,C_8817af65,3095.72,TRANSFER,24
TX_9ac2adcd56,C_407b491b,C_d7bfdbde,1725.09,CASH_OUT,9
TX_d120114813,C_c3b50e78,C_28228bf7,4163.93,CASH_IN,89
TX_f43aee5daa,C_1ee50180,C_00dfa077,732.69,TRANSFER,67
TX_402ff1439f,C_2505bf28,C_ab5a06ba,2112.67,CASH_IN,60
TX_b124c4974e,C_5a16b093,C_11976b56,4498.99,CASH_OUT,10
TX_9c3c624555,C_1ae4fd16,C_ee7aa523,393.67,CASH_OUT,96
TX_9a74b5d632,C_13f87543,C_932ec1d2,693.63,TRANSFER,8
TX_cf0b8cda13,C_dab1f18b,C_ead92fdb,1833.66,CASH_IN,75
TX_4f9458118a,C_270f0169,C_acc2b5dc,2377.71,PAYMENT,100
TX_7e64bacc98,C_ffd8ee19,C_a7f1cebf,4069.31,TRANSFER,11
TX_1ca2a21ef0,C_49d883b0,C_fc811f4b,3332.43,CASH_OUT,39
TX_764d1d9a11,C_4305553e,C_99ff20bb,3113.73,CASH_IN,11
TX_0f2e78690d,C_c17c0531,C_70cac8fb,2935.32,PAYMENT,27
TX_2fe2d3b39d,C_522858e0,C_682768f9,4358.18,PAYMENT,70
TX_f62e4018d8,C_661edb3e,C_d8f88136,2805.51,PAYMENT,57
TX_246da8d99e,C_99ff20bb,C_f3245071,4810.16,CASH_OUT,23
TX_b36352a80a,C_cd43904c,C_9c6db415,918.29,CASH_IN,29
TX_fe2a8096e2,C_150c8e0f,C_7b187b80,1157.6,PAYMENT,29
TX_8b566d252a,C_11f52581,C_3c30fca1,1904.27,CASH_IN,43
TX_6ee238ca5a,C_3c90af19,C_83f0617e,3520.39,PAYMENT,93
TX_bdd381594e,C_e3157f8a,C_dd76732e,1113.3,PAYMENT,56
TX_2b4edb03c9,C_b49ce8fd,C_fd3f4296,1569.21,PAYMENT,96
TX_51c38c7d51,C_ca93a835,C_f14dc870,2399.89,CASH_OUT,61
TX_686f3c5e6b,C_18c637fa,C_334cb8db,1101.02,CASH_IN,71
TX_cf7872d693,C_7c85e9c6,C_6877cd64,3746.56,PAYMENT,28
TX_03ec854c12,C_a3fee1d2,C_1af47ddc,1805.52,CASH_OUT,23
TX_9590152165,C_9c6dee3c,C_7c87467e,485.22,CASH_OUT,89
TX_26811e490d,C_6e006c93,C_270f0169,459.72,CASH_IN,31
TX_f29f023003,C_129195ba,C_af2f10de,2712.52,CASH_IN,95
TX_0e57915362,C_7b187b80,C_c9d21a55,4274.7,PAYMENT,42
TX_3f0bc6fb12,C_d7f88438,C_df444137,2356.59,TRANSFER,27
TX_fc335e7c97,C_6a3b4892,C_e2406edb,1134.74,CASH_IN,82
TX_b54e17ee28,C_f7f554ef,C_bad47638,2150.5,PAYMENT,47
TX_1e58aa924e,C_0bd74d1e,C_5df1c529,2113.89,CASH_OUT,82
TX_7e59a4c187,C_384f3555,C_dbcf2f0b,3568.39,TRANSFER,1
TX_78c8b6d088,C_e8d36805,C_6e28f2f9,3763.18,TRANSFER,4
TX_3d2c3f63bc,C_8a4eed8e,C_4442d08c,4752.63,TRANSFER,63
TX_209e955871,C_69de0e99,C_187fb1e6,2241.89,CASH_IN,80
TX_236760d19a,C_e3046c20,C_598b6845,4817.94,CASH_IN,94
TX_472761d12c,C_1f421665,C_49d883b0,3648.19,CASH_IN,67
TX_11ed6d5aa6,C_48d10de2,C_41a12f80,3190.55,CASH_OUT,10
TX_404d8b564a,C_35300595,C_2d5db98c,2457.04,PAYMENT,8
TX_2bb28c2157,C_ab3cf9da,C_31d48c1d,2381.84,CASH_OUT,25
TX_f370a42c32,C_d88b0889,C_ead6a219,859.26,TRANSFER,81
TX_4587d45b03,C_ee221030,C_574af379,2017.69,PAYMENT,20
TX_059ec37041,C_11551f0d,C_451b25eb,4525.87,TRANSFER,69
TX_e5742684f8,C_5b114358,C_b81a286a,1914.81,PAYMENT,88
TX_65b1663523,C_0c3d83e3,C_b05e522d,991.18,TRANSFER,33
TX_83c59cfe5c,C_c1555cb0,C_384f3555,4103.54,PAYMENT,36
TX_0e009e9903,C_4fec023e,C_d8d36531,1017.1,CASH_OUT,15
TX_d347977c7a,C_82a98fc8,C_b3afd581,1266.49,PAYMENT,87
TX_a45c1ef6b4,C_cfaf04be,C_70ce4328,4987.34,CASH_IN,71
TX_a7aa2b696f,C_cc53654b,C_7e3ef150,4293.11,CASH_IN,26
TX_24998ec090,C_90112b01,C_71aa2231,3228.61,TRANSFER,41
TX_e9a3e2a1fd,C_ad13aff7,C_702f53ae,1823.63,CASH_OUT,64
TX_568c771e66,C_270f0169,C_4bbbbdde,327.19,TRANSFER,56
TX_36136b150a,C_7055d0c6,C_d1f67759,1289.57,CASH_IN,46
TX_0323edfa7b,C_8b601c91,C_e4935c36,2884.12,PAYMENT,32
TX_edf8ac1710,C_03fd1c8a,C_49d883b0,47.38,CASH_OUT,78
TX_b403c2b29a,C_92f9a42e,C_0e7c7698,3162.19,TRANSFER,26
TX_9ce135b2b0,C_d7bda9ae,C_e3157f8a,4872.36,TRANSFER,37
TX_8f735e011f,C_b4a4b115,C_7af979f8,4090.97,TRANSFER,55
TX_1945ff8411,C_dbcf2f0b,C_bf4a8598,1297.98,PAYMENT,62
TX_b54840785b,C_ca93a835,C_34d5dcbc,1543.48,TRANSFER,82
TX_3078fb6590,C_aa147588,C_95e7a9bd,2594.78,CASH_OUT,15
TX_8a376b6f81,C_932ec1d2,C_00b3b306,2582.22,TRANSFER,95
TX_67be4031ac,C_9a2fb700,C_b3517984,1746.39,CASH_IN,58
TX_4f7c0e6dd4,C_5b389855,C_37c0bf7e,4416.57,TRANSFER,75
TX_798f87f170,C_25a2718e,C_742974cb,740.16,PAYMENT,24
TX_ec3a054bb0,C_bd5214a8,C_1aa7d602,2160.79,CASH_IN,78
TX_a76ae65850,C_a8e78bea,C_b09054bd,1473.03,PAYMENT,49
TX_8dc87f5f8d,C_8458105f,C_3d929ceb,2743.22,CASH_IN,61
TX_abd46410c3,C_fd3f4296,C_872fa201,4431.99,PAYMENT,81
TX_6b814b8893,C_2084c40f,C_f539d59f,3017.2,CASH_OUT,40
TX_bf0a3c7d18,C_c588474c,C_09c68591,3712.73,PAYMENT,59
TX_2a81f71715,C_3c8928b3,C_2624e4cf,3300.04,PAYMENT,80
TX_f625df072f,C_d04b3d4d,C_6c5037d8,1606.98,CASH_OUT,40
TX_e4ac12332f,C_d7bfdbde,C_e2406edb,36.47,TRANSFER,75
TX_7b5091af28,C_3d929ceb,C_ce1a9f41,4518.66,PAYMENT,6
TX_0bc5e01b7f,C_b42dc809,C_9259c626,3777.73,PAYMENT,47
TX_71b4d11d21,C_633819b5,C_3703dc9c,1120.84,CASH_IN,74
TX_aebab6e98f,C_dd697326,C_4a2764b2,679.78,CASH_IN,25
TX_adc6b811e1,C_67705d65,C_43d731f2,3492.08,CASH_OUT,73
TX_7a6a65a542,C_d7bfdbde,C_ab5a06ba,1162.66,PAYMENT,73
TX_84906f5332,C_778c5955,C_70cac8fb,4384.83,PAYMENT,36
TX_8d04c398a2,C_920a8ff5,C_c612d234,2577.32,CASH_IN,43
TX_4e1d537bac,C_dd76732e,C_53e4c27c,2210.32,CASH_OUT,84
TX_1b1dd156ee,C_7d1b016e,C_603a79c2,3695.43,CASH_IN,27
TX_e5eaf80d77,C_dbdc102c,C_802cec13,2557.36,CASH_OUT,51
TX_307364cdc7,C_3ae5e579,C_dbef8c2d,152.76,PAYMENT,45
TX_105550d36f,C_35d57cdd,C_f075d94d,3717.2,PAYMENT,28
TX_63f02b20fc,C_988253c7,C_cd43904c,2590.33,TRANSFER,53
TX_f13740f462,C_daaaf78e,C_013e1ae0,1952.36,CASH_OUT,86
TX_2de954b0b6,C_9913ee88,C_fc837a8e,4481.94,CASH_OUT,73
TX_76f21dc5d8,C_ec1edc91,C_8d3ba123,744.68,PAYMENT,96
TX_96ee52ee58,C_d8f88136,C_4ae261e7,1281.46,PAYMENT,72
TX_57cebe10bc,C_e08821f8,C_92567a62,4717.48,CASH_IN,84
TX_c07c5c8f31,C_7f0c7bbb,C_712ff17b,792.07,CASH_OUT,97
TX_b65493772f,C_29daba6a,C_fca195fe,1809.54,PAYMENT,52
TX_ac4c837d1a,C_ac8b03ec,C_bee8e095,1581.35,TRANSFER,60
TX_2edee610de,C_a7bec693,C_3d73be75,4747.82,CASH_IN,72
TX_5def79a444,C_bf7998e1,C_8db15236,2693.31,TRANSFER,49
TX_51d87f0722,C_68842084,C_707c4b72,2874.07,PAYMENT,83
TX_c663fce993,C_d88b0889,C_0561c2fc,4058.28,TRANSFER,58
TX_5925bdc04f,C_522858e0,C_730b924c,434.66,CASH_IN,75
TX_e5cdfed7ef,C_a8e78bea,C_b0ef1404,3961.29,TRANSFER,54
TX_56ec8c0515,C_b8e80866,C_b3517984,2482.65,PAYMENT,86
TX_cc1954b63e,C_2c2c5a0b,C_87e8b883,4063.16,CASH_IN,44
TX_d404176a2c,C_9f17d206,C_fc837a8e,383.96,CASH_OUT,97
TX_bf3ad86d4c,C_4e241612,C_ad13aff7,1149.9,TRANSFER,64
TX_a9edfdcc7f,C_839e8f98,C_7e3ef150,1910.93,TRANSFER,90
TX_6b0d2e0f8c,C_8a4eed8e,C_7cd1ec83,4642.85,CASH_IN,90
TX_7cabc4d555,C_035d16c2,C_e9a869dc,3351.89,CASH_OUT,27
TX_f03e25a39d,C_f13ac989,C_c443e123,4102.61,CASH_IN,33
TX_c90a314a68,C_5e05b20b,C_903c18f4,3528.49,PAYMENT,76
TX_e90353ff52,C_e4cf696e,C_4b67b3eb,1689.33,CASH_OUT,84
TX_ab3a9e0855,C_4e241612,C_f38e20a6,853.27,CASH_OUT,25
TX_c36b15ea7b,C_41e085a5,C_8525d429,900.44,CASH_OUT,88
TX_525a601857,C_11af1526,C_fdcf3662,2737.12,TRANSFER,11
TX_e209d36288,C_cbf61ddc,C_47997d0f,1396.92,TRANSFER,32
TX_779fd3bf79,C_b70cc7c5,C_3f386bba,4463.87,CASH_IN,77
TX_15e0d540a6,C_31d48c1d,C_a44183e3,4964.01,CASH_IN,37
TX_3b0fe213f1,C_7339ec04,C_a89d1a7c,3864.72,TRANSFER,41
TX_b4394d6920,C_b7b5fe5e,C_c7b58fb0,1223.05,CASH_IN,10
TX_c519a4d805,C_8df9b134,C_03fd1c8a,3568.25,TRANSFER,4
TX_471ff6abd8,C_1aa7d602,C_b7045291,3608.17,TRANSFER,97
TX_acd25a7ad0,C_0149b9f7,C_3af5ec84,628.25,CASH_OUT,84
TX_b94b6e2664,C_2bd77cb1,C_52630667,2466.62,CASH_OUT,79
TX_8bf473da4f,C_961bffe8,C_3ff3fa2f,2218.83,CASH_IN,69
TX_330074638b,C_2fab7427,C_13772323,2350.87,TRANSFER,73
TX_4843e3ea69,C_74994f9a,C_5491da0e,337.94,CASH_IN,48
TX_4a11dd1ddd,C_67350215,C_f9834c9c,1066.08,PAYMENT,77
TX_26664e6888,C_866c5513,C_4d11f94b,4096.5,TRANSFER,31
TX_229fc79326,C_778c5955,C_f539d59f,1598.75,TRANSFER,42
TX_a623de0793,C_61de1adf,C_11e0fd73,1595.83,PAYMENT,68
TX_ce836cfba5,C_37425e0a,C_a0db2578,2511.95,CASH_OUT,74
TX_186b89b0e3,C_74da3654,C_8b601c91,2875.01,CASH_OUT,82
TX_b14095f878,C_847a02fa,C_fc92af4e,86.69,CASH_OUT,82
TX_a44441bb96,C_818c22ff,C_0c368b77,1141.94,TRANSFER,93
TX_ce4ed85e70,C_7db4eefa,C_b8f8747d,4889.75,PAYMENT,48
TX_94c8e6e8ed,C_1a21f11e,C_dbef8c2d,107.39,PAYMENT,41
TX_6d778f55d0,C_9c6dee3c,C_aaaab5b2,2831.66,TRANSFER,77
TX_6f7fa79e47,C_2c2c5a0b,C_cf66a159,1407.8,TRANSFER,72
TX_fef7a65101,C_3c7bba6c,C_ca32e309,2784.16,PAYMENT,82
TX_f513d8f4bd,C_504ed22a,C_f5e1416d,2069.88,CASH_IN,6
TX_ba8f40cb6c,C_4ee90d13,C_ee7aa523,391.77,PAYMENT,51
TX_0f547485c1,C_f9233004,C_4d7f036c,1036.01,CASH_IN,20
TX_b3af5cdeee,C_5491da0e,C_1a21f11e,4121.28,TRANSFER,39
TX_7d232e2ad8,C_ea991c22,C_7010274c,435.9,CASH_IN,62
TX_ad0eaae72b,C_9c9c86e3,C_847a02fa,4741.78,CASH_OUT,31
TX_a8ab83f778,C_416ef6c9,C_11551f0d,763.2,TRANSFER,98
TX_2560aca9aa,C_95e7a9bd,C_d70809a8,1594.04,PAYMENT,5
TX_f3329df253,C_36981e6a,C_19ad1953,2606.17,TRANSFER,90
TX_e50cf6f152,C_785f1265,C_3703dc9c,4898.69,CASH_IN,3
TX_8cdeb781c9,C_f3245071,C_3cdc6c9b,3110.26,TRANSFER,40
TX_974c7c6084,C_f7c7bad7,C_25a2718e,1855.04,CASH_OUT,93
TX_b08dc2d0f8,C_8d3ba123,C_f1862f6b,1105.26,PAYMENT,82
TX_d4560a1f06,C_5f7128a1,C_8c5bd17e,21.91,CASH_IN,58
TX_a1875d3213,C_ff019920,C_fd50fff7,4595.69,CASH_OUT,93
TX_aefc4e8437,C_334cb8db,C_5ba3df22,4328.9,PAYMENT,50
TX_c55ddc0a90,C_461bae0d,C_6cf02897,4898.7,CASH_IN,22
TX_160d642dc0,C_3fc263db,C_1e308c8a,2126.16,CASH_IN,46
TX_841cd14c8f,C_dc5080fd,C_dd7e0c02,2118.13,TRANSFER,26
TX_2b35e87a5e,C_4ae261e7,C_b8f8747d,302.39,PAYMENT,14
TX_952a245524,C_df3d5a18,C_d04b3d4d,2464.79,CASH_OUT,47
TX_7620cde5fb,C_e249d9a5,C_83bc85cd,3418.33,PAYMENT,66
TX_b92a9fa5de,C_f40d19b1,C_be624a50,1884.99,PAYMENT,77
TX_6e4f2ad278,C_4444b81b,C_8b93f2b8,895.27,CASH_IN,25
TX_bd6c783b78,C_3427a396,C_633819b5,4420.43,PAYMENT,41
TX_703bf0ccc8,C_f3b4d007,C_06088fc9,4059.14,CASH_OUT,9
TX_68e904236b,C_db9d0bdc,C_d9f08846,1611.4,CASH_OUT,71
TX_3dd594f733,C_2c8ffd23,C_8bb819a2,2905.8,CASH_OUT,78
TX_8b32ee8c66,C_407b491b,C_2b6197b4,2303.74,TRANSFER,8
TX_d3c19b1ebe,C_b81a286a,C_ccfd17df,4972.48,TRANSFER,57
TX_d8a2c8cd34,C_5ec7b46e,C_1f669b03,3536.46,CASH_OUT,100
TX_2a58b315d6,C_6ec17795,C_1f669b03,1056.35,CASH_OUT,18
TX_7463326603,C_7fc97869,C_1e308c8a,3728.04,CASH_OUT,32
TX_34449c87b4,C_573d417c,C_a7cd1798,3803.48,PAYMENT,26
TX_3f837d922e,C_8faec064,C_fe4d6b01,916.21,CASH_OUT,63
TX_88792c4fe7,C_b3afd581,C_5e077d89,3998.2,PAYMENT,7
TX_ee066604b8,C_d373883a,C_87aa6172,249.39,PAYMENT,18
TX_f30342fe65,C_6c61c6a4,C_356e8b99,283.11,CASH_OUT,77
TX_eaf61c309b,C_71aa2231,C_c61b984c,3244.97,TRANSFER,90
TX_0feadae1ee,C_bd5214a8,C_be624a50,936.17,CASH_OUT,67
TX_1a42a20405,C_f9834c9c,C_9340e40b,2032.95,PAYMENT,91
TX_5909cc190f,C_7fc97869,C_03fd1c8a,650.27,CASH_IN,97
TX_381a5e7a54,C_5977bee2,C_39aa8ff5,4835.22,CASH_OUT,27
TX_4f513ee1e1,C_95bc37c5,C_701f46d5,2132.13,TRANSFER,30
TX_5d42db028e,C_c46e3956,C_3f60dbf5,3259.52,TRANSFER,18
TX_60f8335241,C_504ed22a,C_053aba1b,262.35,CASH_IN,29
TX_878bc5cdf2,C_bb63e344,C_2744be31,690.05,CASH_IN,92
TX_162a7c8aeb,C_6877cd64,C_60f2f498,2409.23,CASH_OUT,38
TX_cc692e10bb,C_92cde6fa,C_faef589f,4414.69,PAYMENT,8
TX_318e7e449a,C_3d2ebd12,C_bc308a69,4507.82,TRANSFER,70
TX_d38e5f228c,C_7cd1ec83,C_00b3b306,586.93,CASH_IN,71
TX_df9d4979b4,C_50cb8950,C_e2406edb,1983.73,CASH_IN,21
TX_d109c507c2,C_50267d64,C_c0e19aa6,1219.13,PAYMENT,48
TX_3a54cd24dc,C_29a67745,C_acc2b5dc,4257.03,CASH_IN,24
TX_c7cd96f937,C_18c637fa,C_29576d90,147.64,CASH_IN,23
TX_e5a588d720,C_d1f67759,C_5598b66f,3363.76,CASH_OUT,72
TX_d6f1a6b0aa,C_2abd4ed6,C_9b48cfbf,49.81,CASH_OUT,81
TX_59219cfe25,C_4e0d1d48,C_46ba4f24,890.79,CASH_OUT,68
TX_472b4c1995,C_fa8676b8,C_c1808a21,1287.48,TRANSFER,17
TX_e526a08efb,C_7db4eefa,C_20d06e78,3563.44,CASH_IN,19
TX_0dfa2a8aed,C_e8034409,C_d7f88438,4107.19,CASH_IN,62
TX_29ea665b0c,C_aa147588,C_d80bab42,1884.76,CASH_IN,58
TX_f595c6eb5a,C_d04b3d4d,C_efa4cede,4535.67,CASH_IN,88
TX_518cc78548,C_ea61d4f7,C_a5f1db08,693.51,PAYMENT,97
TX_c96ed558e4,C_cdd30da9,C_4ae261e7,187.37,PAYMENT,98
TX_d2547ec644,C_ba5b5419,C_c1b99667,4532.53,CASH_IN,11
TX_e5455bf8e7,C_d987722f,C_2bd77cb1,3402.79,CASH_IN,4
TX_5e60d3ef21,C_e4ef54cb,C_87e8b883,838.43,PAYMENT,91
TX_3096e58812,C_9b48cfbf,C_ead92fdb,330.19,PAYMENT,78
TX_8eb74566b0,C_db9d0bdc,C_82a98fc8,2423.68,TRANSFER,82
TX_409705e78e,C_a288a6db,C_7c67c365,1190.93,CASH_IN,45
TX_c8792b5bf9,C_95ee24a1,C_21d1a8f5,546.41,CASH_OUT,79
TX_dc31b343f6,C_cdd30da9,C_574af379,1745.02,CASH_IN,15
TX_d7d9e5fd28,C_3da7223c,C_3fa546a8,583.98,CASH_IN,19
TX_9c840808c2,C_712ff17b,C_4495c2d5,3069.57,CASH_IN,73
TX_a186dfc30a,C_8db15236,C_5d41731e,2130.87,PAYMENT,85
TX_e1b6360e98,C_89bce055,C_984d25ac,4543.92,TRANSFER,16
TX_5b7a3b9e6f,C_8918ec33,C_8d3ba123,2159.14,CASH_OUT,75
TX_0356fa9294,C_dd7e0c02,C_82b4fd2b,4302.16,CASH_OUT,11
TX_16c76197c9,C_1ae4fd16,C_3a8775d9,2837.14,CASH_OUT,77
TX_c1fd4de451,C_2c0f702f,C_bf4a8598,4810.92,CASH_IN,35
